"ID","Description","Species","AMR.Aminoglycosides","AMR.Drug and biocide resistance","AMR.Arsenic resistance","AMR.Multi-metal resistance","AMR.Drug and biocide and metal resistance","AMR.betalactams","AMR.MLS","AMR.Copper resistance","AMR.Acid resistance","AMR.Mercury resistance","AMR.Metronidazole","AMR.Nucleosides","AMR.Sulfonamides","AMR.Tetracyclines","AMR.Cationic antimicrobial peptides","AMR.Glycopeptides","AMR.Biocide and metal resistance","AMR.Zinc resistance","ICE.TnB1230","ICE.Tn6107","ICE.ICE(Tn4371)6033","ICE.CTn341","ICE.ICEBsa18170-1","ICE.ICEBxyXB1A-1","ICE.CTnDOT","ICE.ICEBfrYCH46-1","ICE.CTnGERM1","ICE.Tn1549","ICE.TcrEmr7853","micro.Candidatus Korarchaeota","micro.Candidatus Micrarchaeota","micro.Crenarchaeota","micro.Euryarchaeota","micro.Thaumarchaeota","micro.Acidobacteria","micro.Actinobacteria","micro.Aquificae","micro.Armatimonadetes","micro.Bacteroidetes","micro.Caldiserica","micro.Calditrichaeota","micro.Candidatus Bipolaricaulota","micro.Candidatus Cloacimonetes","micro.Candidatus Gracilibacteria","micro.Candidatus Saccharibacteria","micro.Chlamydiae","micro.Chlorobi","micro.Chloroflexi","micro.Chrysiogenetes","micro.Coprothermobacterota","micro.Cyanobacteria","micro.Deferribacteres","micro.Deinococcus-Thermus","micro.Dictyoglomi","micro.Elusimicrobia","micro.Fibrobacteres","micro.Firmicutes","micro.Fusobacteria","micro.Gemmatimonadetes","micro.Ignavibacteriae","micro.Kiritimatiellaeota","micro.Lentisphaerae","micro.Nitrospirae","micro.Planctomycetes","micro.Proteobacteria","micro.Spirochaetes","micro.Synergistetes","micro.Tenericutes","micro.Thermodesulfobacteria","micro.Thermotogae","micro.Verrucomicrobia","micro.Chordata","micro.Apicomplexa","micro.Bacillariophyta","ACLAME.plasmid","ACLAME.prophage","ACLAME.virulence"
"stewartERR2027889","low methane producing","bovine ",29.5885344429034,0,0,0,0,5.54785020804438,74.4336569579288,0,0,0,60.1017105871475,0,0,3720.29588534443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431875240260264,0.351195250321533,43.0404016914322,1767.87417718275,19.6954093085725,61.0178018024859,3532.15572187234,21.3707055702414,11.4897797436275,6993.51237963258,1.67055037990783,4.29027711203603,2.43938322520633,1.76546801512987,3.62110778372068,16.8526261336725,16.7292332078839,60.1255760313988,85.4685846356824,4.09095007806975,0.953922233981463,1263.51033890342,18.7747082469187,110.550569743105,5.61912400514454,10.4267022291407,604.297870522854,7982.29311514933,221.072664195644,17.5123036984657,9.37311647817606,9.2212482618208,26.3254061288317,17.4031484179603,143.529702101002,6721.87234527238,280.552800307533,43.9848321618915,407.490899771723,10.630775144868,49.5707349947083,124.736010327039,978.373016814659,597.871946618322,9.18802708949309,101096.026490066,152.980132450331,1681.45695364238
"stewartERR2027890","low methane producing","bovine ",7.17054263565891,0,0,0,0,10.077519379845,27.906976744186,0,0,0,49.4186046511628,0.968992248062015,0,2448.64341085271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395462072715589,327.526631898959,35.9079562025754,1113.57670728392,15.4971699745421,54.5836525865691,3393.04975407202,16.2930373958823,9.36256457154156,10875.7161570973,1.46320966904768,5.01248177167009,1.65105415358758,1.53241553177291,4.17706814305841,10.1831483724264,13.1194542623397,61.2471885118268,77.4809065968017,3.39603054944512,0.766207765886453,1125.87063446946,20.8408512321115,93.0176227786154,5.46726315529301,13.0255320200697,1023.8167033293,6385.74853555452,162.806792061099,15.0028423836476,7.95867421340122,8.9374428433723,27.1138683605625,15.7888232531699,130.596406238414,6836.69888034801,216.994982574953,36.4072270693789,325.331817395388,8.62107318519983,39.0024469215749,114.575249017524,849.576114090808,481.133987493512,6.76734471934551,136065.547561951,286.171063149481,1849.72022382094
"stewartERR2027891","high methane producing","bovine ",19.6078431372549,0,0,0,0,4.06955234924158,37.3658897521273,0,0,0,44.3951165371809,0,0,1515.35331113578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412301688694804,320.009988153585,44.122087756382,1537.67043738821,19.0181412743026,56.4853313511881,2946.01751411117,19.3375299063901,10.2552786230285,6415.86722724211,1.44595944345079,4.64565283036399,2.17184269819516,2.22410629253676,4.01268263222689,10.446911802281,17.0960024157395,58.2564864927644,72.5360618800957,3.21130751898911,0.807182179275743,1777.8913381803,19.5233560196047,93.8712225035423,7.14849829272258,20.9402801328657,1496.74223595271,5656.0126361757,203.392487979373,18.1354672365334,8.98353116071636,11.7244663306311,38.7389375391977,15.2551624817077,144.601751411117,6400.72239901516,239.785370839237,36.5554807089266,411.935843534413,9.69199321734687,46.6888109451581,137.470674316508,1104.35878376809,686.644909525911,7.6885554342524,112505.518763797,167.770419426049,1575.05518763797
"stewartERR2027892","high methane producing","bovine ",18.3740682960652,0,0,0.346680533888022,0,0,139.538914889929,0,0,0,33.9746923210262,1.21338186860808,5.02686774137632,4714.8552608771,0,14.907262957185,0,0,1000,0,0,1043.18567189487,0,0,0,0,0,0,0,0.0978341954971812,0.101910620309564,12.9181902304403,973.5317736932,8.21807242176322,51.7624422676336,3121.22879749544,11.4832886964816,6.97068642917416,6291.04857875449,0.664457244418355,3.11846498147265,1.05987045121946,1.04356475196993,1.12509324821758,9.22902577523409,8.66240272631292,51.9295756849413,71.4882619347527,2.60075903030007,1.20254531965285,315.503051203972,17.1169077871943,94.9725452788886,2.51107768442765,6.02903229751379,162.95100545018,6408.1520343398,79.8082449768255,17.1169077871943,4.35769812443694,5.12406598916486,12.0009946476542,15.983661689352,105.334817151965,7828.98990269573,178.681928801164,43.0062817706359,141.109521305434,4.43922662068459,37.0057844468088,75.3527126568914,248.983951115514,101.368455809517,3.83591574845198,259664.935064935,938.961038961039,2280.51948051948
"stewartERR2027893","low methane producing","bovine ",23.706405288352,0,0,0,0,23.2505128789606,56.5306587645316,0,0,0,67.4720765899248,0,0,4353.31661727832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331185777557969,0.172216604330144,22.8871451344393,1184.7265951011,11.2382373851337,44.9441179198,2384.37421343378,13.8391496915556,6.9725645701871,11800.6084986687,0.883162073487916,5.7008111843645,1.21876366141332,2.3094688221709,1.05096286745062,9.16722232280457,11.6709868011428,51.7930397996988,76.6761312202209,2.58766487531959,0.768351003934487,887.533725751681,20.9486043831334,76.8086055312441,3.87266569224451,6.64137879262913,348.469259336127,4757.44836813728,115.031860071801,10.3418278805435,6.08498668633174,4.98103409447185,18.4448399047951,13.6625172768581,109.110258369065,6346.74267748244,160.139362975196,30.8930093306073,189.226305865521,6.06290763449454,30.9989887794259,83.0702246322734,496.367995972781,267.615771508308,5.33871473423445,129687.547746371,255.920550038197,1556.14973262032
"stewartERR2027894","low methane producing","bovine ",13.4852359916299,0,0,0,0,11.8577075098814,324.575680074401,0,0,0,42.7807486631016,0,0,5631.94605905603,0,4.65008137642409,0,0,1245.18604314464,0,0,0,0,0,39.6699001013465,960.330099898654,0,0,0,0.114698856175545,0.0711923934882691,11.0387761236533,666.602066161464,6.76723251435713,48.8182062680947,3122.1621920929,10.2517046623107,5.66770554826053,5619.20770776314,1.32892467844769,2.85165087250233,1.55436725782721,1.61764938537234,0.668417472195415,6.67626445601101,7.34072679523486,47.793826828458,68.3961144773687,2.43636191048743,1.11534749798288,209.954278662849,12.4191175307314,109.035105760256,2.23465012893733,4.48116565678938,141.775696498916,7086.1704820516,64.4053853090541,16.2911927098989,4.32691547089813,5.6716606812321,11.2404879052034,14.7486908509864,104.822889145533,7769.39597209257,129.226059580123,43.1900520495499,108.228258634055,4.64728124159534,34.2514515338006,74.1429226850607,164.901358983689,60.1536173646158,3.71782499327627,140216.666666667,575.333333333333,1252.66666666667
"stewartERR2027895","low methane producing","bovine ",6.57294139127259,0,0,0,0,0,55.5048384151908,0,0,0,35.2382691254336,0,0,5054.226766478,0,0,0,0,1000,0,0,0,0,0,0,2137.72493164621,0,0,0,0.217866785140631,255.852499914562,22.8461091555313,764.144253443149,11.2009158948771,42.838590615495,2906.74874406206,11.9912169782304,6.54881924746249,7763.56327534944,0.991080277502478,3.05013499196883,0.871467140562524,0.927001811284645,1.71303099689006,10.1073100714261,10.8762516660401,42.0440176343939,55.0903933563446,2.11031748744062,0.649328457674037,897.74785550733,10.7865418133352,75.4758894091111,4.00276818974061,7.53989952496497,457.110146611531,5397.96999419021,123.833771914835,13.5675472471891,4.28044154335122,4.80161306858959,11.5084925327227,10.111581969174,89.9106318991149,5325.05724342982,151.801886470045,29.2582276750624,223.46724308807,5.74570247086566,31.8726290967499,68.4058986364102,546.546597860634,331.123338231776,5.46802911725505,98133.3780160858,311.662198391421,1288.87399463807
"stewartERR2027896","low methane producing","bovine ",17.0864633966711,0,0,0,0,5.30269553689792,48.4607453233171,0,0,0,62.8958609515393,0,0,3220.94564737075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373382011284434,0.116163292399602,27.3343290186967,1215.21739130435,10.8446730833057,55.9519858391415,3335.62617546189,14.9518752074344,9.6913375373382,5476.73415200797,1.70925987387985,3.64531474720655,2.18774200685917,1.46033853302356,1.43821219161412,4.80418187852639,13.4998340524394,53.8057307224251,69.4960725743998,3.74488328354907,0.887819449054099,1120.70195818122,17.7287310543202,97.5743998229893,3.87487553932957,7.39019803075561,1007.58103772541,6970.59132647417,125.196371280009,16.2600951432681,8.81458125898883,7.80230113950658,24.9806394512667,13.6630158203341,136.840358446731,6075.07744219494,195.273260316407,42.1091934948556,244.512667330457,6.4608916915588,37.346498506472,111.240181436,554.91757937825,314.058524173028,6.3585573625401,224163.034705408,259.0799031477,3003.22841000807
"stewartERR2027897","high methane producing","bovine ",35.0686125027227,0,0,0,0,9.80178610324548,45.3060335438902,0,0,0,91.7011544325855,0,0,3695.27336092355,0,0,0,0,3313.79787724965,0,0,0,0,0,0,1000,0,0,0,0.311507071210516,0.378258586469913,57.0814457488185,3610.7318636133,26.722856608845,61.8163532312183,3477.05527915484,23.3585802397714,11.3255070890109,9297.95206351185,1.66878788148491,5.0909155637833,2.54100768087436,2.03814626592024,3.82263677385477,13.3236024457755,21.0534279128136,62.8532267682476,81.5303007378267,4.15639435015175,0.876669900406739,2141.69121639061,24.0883968066075,103.042089055422,6.36809455574642,10.7736945628666,1692.42681808877,7235.32134179446,244.626503021619,19.1665850814814,10.2218820367222,11.8773196151553,37.3140970300026,17.7114020488265,154.445205906174,7205.99962619151,303.514689783458,41.6395952188115,489.355358366635,12.1176250700891,53.5391653390532,141.477611541782,1374.49380100928,867.707396957911,10.4799878957252,154684.407096172,244.631185807656,2213.81886087769
"stewartERR2027898","high methane producing","bovine ",36.7116700573331,0,0,0,0,23.3031255779545,112.909191788422,0,0,0,71.7588311448123,8.59996301091178,1.84945441094877,4982.15276493434,0,0,0,0,1000,0,0,0,0,0,0,1782.23951883955,0,0,0,0.328723299704149,0.0915002999176497,24.8846926776038,1190.31045712872,10.637757090426,43.3474198609873,2352.42187738282,20.9772909811204,10.3361449906975,10755.2061976203,1.0234477990789,3.92095729647114,0.881113999206997,2.61961969764234,1.35217109878305,9.70919849126172,10.0887552909201,52.0501150531549,51.7247806534477,3.27028849705674,2.25022959797479,670.775143096302,11.4849820896635,53.6361202517275,4.22595829619664,13.5827111877756,516.976694534721,10802.9524096774,240.459399283587,9.71936519125257,11.4883709896605,2.76534239751119,10.8275354902552,10.7699241903071,92.0323572171709,4559.76494589621,201.825939318357,24.6406918778234,227.408745395332,7.55046919320458,53.8462320515384,74.5252998329272,478.045011369759,210.952247010143,7.68263629308563,133535.457348407,305.241521068859,1668.03699897225
