"ID","Description","Species","AMR.Aminoglycosides","AMR.Drug and biocide resistance","AMR.Arsenic resistance","AMR.Multi-metal resistance","AMR.Drug and biocide and metal resistance","AMR.betalactams","AMR.MLS","AMR.Copper resistance","AMR.Acid resistance","AMR.Mercury resistance","AMR.Metronidazole","AMR.Nucleosides","AMR.Sulfonamides","AMR.Tetracyclines","AMR.Cationic antimicrobial peptides","AMR.Glycopeptides","AMR.Biocide and metal resistance","AMR.Zinc resistance","ICE.TnB1230","ICE.Tn6107","ICE.ICE(Tn4371)6033","ICE.CTn341","ICE.ICEBsa18170-1","ICE.ICEBxyXB1A-1","ICE.CTnDOT","ICE.ICEBfrYCH46-1","ICE.CTnGERM1","ICE.Tn1549","ICE.TcrEmr7853","micro.Candidatus Korarchaeota","micro.Candidatus Micrarchaeota","micro.Crenarchaeota","micro.Euryarchaeota","micro.Thaumarchaeota","micro.Acidobacteria","micro.Actinobacteria","micro.Aquificae","micro.Armatimonadetes","micro.Bacteroidetes","micro.Caldiserica","micro.Calditrichaeota","micro.Candidatus Bipolaricaulota","micro.Candidatus Cloacimonetes","micro.Candidatus Gracilibacteria","micro.Candidatus Saccharibacteria","micro.Chlamydiae","micro.Chlorobi","micro.Chloroflexi","micro.Chrysiogenetes","micro.Coprothermobacterota","micro.Cyanobacteria","micro.Deferribacteres","micro.Deinococcus-Thermus","micro.Dictyoglomi","micro.Elusimicrobia","micro.Fibrobacteres","micro.Firmicutes","micro.Fusobacteria","micro.Gemmatimonadetes","micro.Ignavibacteriae","micro.Kiritimatiellaeota","micro.Lentisphaerae","micro.Nitrospirae","micro.Planctomycetes","micro.Proteobacteria","micro.Spirochaetes","micro.Synergistetes","micro.Tenericutes","micro.Thermodesulfobacteria","micro.Thermotogae","micro.Verrucomicrobia","micro.Chordata","micro.Apicomplexa","micro.Bacillariophyta","ACLAME.plasmid","ACLAME.prophage","ACLAME.virulence"
"hessSRR094166","fiber_attached","bovine ",27.6381909547739,0,0,0,0,0,246.733668341709,0,0,0,0,0,0,2953.76884422111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238736001389009,0.0434065457070926,8.65960586856498,514.606302630437,3.99340220505252,66.6290476603872,3640.52869172671,10.0703186040455,13.0653702578349,3213.95086379027,0.607691639899297,2.73461237954684,2.73461237954684,0.954944005556038,0.542581821338658,6.01180658043233,5.99010330757878,62.0062505425818,85.7062244986544,4.14532511502735,0.607691639899297,183.284139248199,8.13872732007987,131.521833492491,1.21538327979859,11.003559336748,2203.01241427207,4184.91188471222,18.6865179269034,21.1823943050612,4.18873166073444,12.674711346471,65.8043232919524,15.3659171803108,160.148450386318,5772.13733831063,156.61081691119,57.7741123361403,43.341435888532,2.73461237954684,18.274155742686,138.011112075701,75.2669502560986,28.8653528952166,4.10191856932025,112277.777777778,166.666666666667,1583.33333333334
"hessSRR094403","fiber_attached","bovine ",33.7013364323068,0,0,0,0,0,317.838466008135,0,0,0,13.9453805926787,0,0,3301.56885531668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216877399206229,0.0650632197618686,8.50159404888417,502.613372660436,3.23147324817281,67.0584918345659,3528.6603483051,9.26066494610597,13.4680864907068,3123.57674206771,0.477130278253703,2.66759201023661,2.99290810904596,0.802446377063046,0.347003838729966,6.09425491769503,6.65813615563122,57.8195146283806,83.2809212951918,4.12067058491835,0.650632197618686,180.160055520614,7.74252315166236,127.176906894532,0.954260556507406,11.733067297057,2129.93124986445,4061.61486911449,18.174326053482,20.9069812834804,3.88210544579149,12.709015593485,61.593181374569,16.2224294606259,157.778307922531,5590.47040707891,148.474267496584,55.8676180355245,40.8597020104535,3.6001648268234,17.6104448155458,134.810991346592,70.2032141230562,27.9988722375241,3.77366674618838,138429.411764706,0,1488.23529411765
"hessSRR094405","fiber_attached","bovine ",34.3061955965182,0,0,0,0,0,276.497695852535,0,0,0,12.2887864823349,0,0,2956.47721454173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148591564244624,0,9.31881381477,511.282345199431,2.97183128489248,62.7480948438727,3525.48345326795,9.17022225052538,13.0123755545649,3107.89870300792,0.403319960092551,2.71710288904456,2.52605659215861,0.806639920185103,0.551911524337175,6.04979940138827,5.77384363921968,58.1417563522894,80.2818994247384,4.03319960092551,0.7005030885818,178.416013925152,8.42726442930226,125.135324460294,1.27364197923964,11.0170031204228,2109.02375342291,4044.70483347131,18.7862191937846,20.0386338067036,4.16056379884948,11.632596743722,62.1537285868942,14.5832006622938,159.905750493536,5555.64754080965,149.058566303679,54.7666051073043,40.1409497123692,2.63219342376191,18.2343076694475,129.104841962258,71.0267677089304,28.9329002950604,4.13933643252882,159201.298701299,188.311688311689,1850.64935064936
"hessSRR094415","fiber_attached","bovine ",37.8640776699029,0,0,0,0,0,297.087378640777,0,0,0,11.1650485436893,0,0,3518.44660194175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17627012417251,0.0783422774100043,9.32273101179051,561.655372321673,3.6233303302127,65.0045046809511,3438.36421324768,9.0877041795605,12.6718633710682,3217.10603627248,0.470053664460026,2.95742097222766,2.60488072388264,1.09679188374006,0.411296956402523,5.71898625093031,6.61992244114536,60.6956794234008,81.2017705354694,4.23048298014023,0.685494927337538,186.239178972933,7.83422774100043,125.386814994712,0.90093619021505,12.8285479258882,2235.81025500411,4191.93857965451,21.1915860394062,20.3689921266011,3.93669943985272,11.0854322535156,59.1288338752008,14.8654471385483,157.820517842454,5529.67213756905,153.550863723608,55.7209448078656,46.0848446864351,3.30996122057268,18.958831133221,130.204865055427,80.4771044694269,32.0615770300443,4.46550981237025,129218.604651163,158.139534883721,1483.72093023256
"hessSRR094416","fiber_attached","bovine ",27.8956943602183,0,0,0,0,0,305.63978168587,0,0,0,16.3735597331716,0,0,3417.22255912674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156351209488285,0.022335887069755,8.44296531236737,517.299144535525,3.23870362511447,68.9062116101941,3701.25751044203,8.7333318442742,12.9771503875276,3231.33278238145,0.580733063813629,3.41739072167251,2.63563467423109,0.714748386232159,0.469053628464854,5.89667418641531,5.65097942864801,60.7759487168033,84.6306761073016,3.79710080185835,0.692412499162404,182.32784615041,8.33128587701861,131.603046614996,1.11679435348775,12.6867838556208,2208.57251345737,4198.67771548547,18.8291527998034,22.7155971499408,3.90878023720712,11.8826919211096,66.6279511290791,15.3447544169217,164.168769962699,5846.06106631526,153.13484175024,57.6712604141073,42.9965826092783,3.28337539925398,18.8514886868732,139.800317169596,71.1398003171696,28.3889124656586,3.99812378548614,137283.132530121,138.55421686747,1120.48192771085
"hessSRR094417","fiber_attached","bovine ",24.8604769152714,0,0,0,0,0,252.663622526636,0,0,0,0,0,0,3050.73566717402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14952791899859,0.0213611312855129,8.77942495834579,519.801768701671,3.22553082411244,67.6934250437903,3708.37783569018,9.31345324048362,13.6924851540138,3225.42401845602,0.341778100568206,3.63139231853719,2.6487802794036,0.769000726278464,0.363139231853719,6.21608920408425,5.74614431580296,59.7043619430085,84.3551074464904,3.61003118725168,0.662195069850899,182.338616653138,8.288118938779,131.477763062332,1.11077882684667,11.66317768189,2198.10313154185,4187.95659418122,18.4987396932541,21.9806040927928,4.18678173196052,11.9835946511727,65.9631734096638,15.5509035758534,167.449908147135,5857.43580980047,147.306361344897,56.6710813004657,42.2095954201735,2.56333575426155,18.0715170675439,137.373435297133,72.7773742897424,29.777417012005,3.78092023753578,107150.862068966,0,1293.10344827586
"hessSRR094418","fiber_attached","bovine ",34.9050826699326,0,0,0,0,0,331.292100428659,0,0,0,15.3092467850582,0,0,3434.17023882425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200727078082833,0.0669090260276111,8.11829515801681,517.11755915873,3.07781519727011,69.161629903874,3678.81437205879,8.430537279479,12.7127149452461,3192.05120770792,0.423757164841537,3.30084528402882,3.10011820594598,0.758302294979593,0.312242121462185,5.84338827307804,6.17793340321609,60.5526685549881,82.8333742221826,3.85842050092557,0.713696277627852,182.773156098758,7.73914401052702,129.558177398131,1.09284742511765,12.1774427370252,2176.37219260878,4150.76833864888,19.2251934786003,22.191493632491,4.50520775252582,13.6271383009568,64.8794522381069,15.8574391685438,163.458750585454,5789.0135379263,150.768338648884,57.1403082275799,40.9706269375739,2.89939112786315,17.374043758503,136.851261235141,73.9344737605103,29.4622744608248,3.9922385529808,115716.494845361,0,1865.9793814433
"hessSRR094419","fiber_attached","bovine ",60.9080841638981,0,0,0,0,0,381.556428068056,0,0,0,0,0,0,4325.68206986812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753806723955978,0,7.16116387758179,1088.49690939243,3.16598824061511,41.233227800392,1754.05799286396,8.44263530830695,8.99542690587467,5293.45695763606,0.829187396351575,2.36192773506206,2.18603949947234,1.13071008593397,1.25634453992663,9.54821850344238,9.14618825066586,45.1530227649631,63.4453992662948,3.04035378662244,1.28147143072516,216.116387758179,7.66370169355244,74.5514849992462,1.90964370068848,21.986029448716,5582.99412030755,5669.93316247048,34.5746017387808,13.2418714508267,4.62334790693,7.48781345796271,63.1690034675109,11.3573546409367,100.633197648123,3415.12136288256,224.885672646867,53.8218000904568,111.739283381074,3.64339916578722,21.0312075983718,88.9994472084024,53.2438816020906,29.5994773606714,4.3972058897432,11169.9346405229,0,0
"hessSRR094424","fiber_attached","bovine ",60.2003775228692,0,0,0,0,1.51009147669522,679.105561202265,0,0,0,5.28532016843328,0,0,4263.48192246261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298400960072654,0.090817683500373,14.8681521844896,1155.22363854562,7.21351886088677,87.3147157082158,3760.66621257825,18.0954234374493,20.5572313580487,6268.71979501152,1.56984852907788,5.58528753527294,3.76893386526548,2.42288605624209,1.52443968732769,14.2778372417372,16.7396451623366,96.205118225163,111.715481171548,6.35075086763323,1.97852810482955,354.393305439331,16.8985761084623,157.678959488826,2.78940027894003,27.9134637215789,4746.75813304791,7205.36473030392,65.1746618663034,26.012779345464,9.740196555415,17.0996724076417,97.6938795368298,23.722876325776,217.725665726055,7342.88540754435,344.461743050825,80.2795887256333,193.525996561902,8.37793130290941,40.1024942428076,185.971911387889,159.518017579709,63.9810580260128,7.22973630436898,117775.67941041,129.894058037771,1357.8995854445
"hessSRR094427","fiber_attached","bovine ",60.4703247480403,0,0,0,0,0,345.912653975364,0,0,0,0,0,0,4156.99888017917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139856227797824,0.0839137366786943,6.96484014433163,966.826102766357,2.62929708259909,46.6840088389136,2243.96520377052,8.30745993119074,10.6570445581942,5262.78985203211,0.419568683393472,2.96495202931387,3.07683701155212,0.867108612346508,1.39856227797824,8.95079857906073,9.98573466476462,51.4950630751587,67.5785292719085,3.58031943162429,0.58739615675086,182.987888450673,7.8599200022377,89.5359570361668,1.17479231350172,21.4819165897457,5861.96190316355,5772.3420323907,26.796453246063,16.6708623535006,4.30757181617297,9.73399345472854,74.7671393807166,11.9437218539342,120.080557187212,4228.55304746718,218.567312802439,66.068082011692,89.0604458616542,3.4124919582669,19.5239294005762,112.47237839501,51.6349193029566,26.0132583703952,4.16771558837515,13100.0000000001,0,0
